cellid,x,y,z,nonzero_voxels,vth,order_used,n_coeffs,delta_final,t_read,t_moments,t_transform
39328,687500.0,0.0,-237500.0,270784,272374.9370997923,17,969,0.048976122778067795,0.09673512500012293,0.008081209001829848,3.16509604100429
81920,487500.0,0.0,1537500.0,191019,239659.33557892608,4,20,0.016346123813169824,0.06322979099059012,0.00646745901030954,0.08154283300973475
61376,-3112500.0,0.0,687500.0,193024,243986.04143518812,7,84,0.043017626443528995,0.06427279199124314,0.008468541986076161,0.27152195799862966
79520,487500.0,0.0,1437500.0,191216,239736.59841774844,4,20,0.015665891350849177,0.06873241599532776,0.008264125004643574,0.058738833002280444
77120,487500.0,0.0,1337500.0,190212,239853.0874552801,4,20,0.015066645451612813,0.06679625000106171,0.006952374998945743,0.06496741599403322
17920,5487500.0,0.0,-1137500.0,187700,238405.1798209836,4,20,0.013591696133794,0.0617067919956753,0.00656854199769441,0.07397958300134633
15520,5487500.0,0.0,-1237500.0,187008,238216.54327356457,4,20,0.013836017843258403,0.06067558299400844,0.007486417001928203,0.06752095800766256
19232,-6712500.0,0.0,-1062500.0,186007,238605.8456832122,4,20,0.014075354939879554,0.06169637499260716,0.01163091701164376,0.05879800001275726
21632,-6712500.0,0.0,-962500.0,188279,239316.89913082693,4,20,0.018754162208064477,0.058187750008073635,0.00950616699992679,0.05590716699953191
24032,-6712500.0,0.0,-862500.0,189687,240589.48062799228,4,20,0.030189963476850747,0.06153933300811332,0.009963791992049664,0.062453499995172024
27712,-4712500.0,0.0,-712500.0,192768,243702.6386032283,5,35,0.047826575363784846,0.06198754200886469,0.006698750003124587,0.09875029099930543
25312,-4712500.0,0.0,-812500.0,191228,241359.6909578144,4,20,0.0396724646663051,0.05839933399693109,0.006954874988878146,0.056534667004598305
58368,-3312500.0,0.0,562500.0,195328,248494.35164707073,10,220,0.04705897798263043,0.0656389169889735,0.006717125012073666,0.7124622499977704
19968,-3312500.0,0.0,-1037500.0,189940,239324.68658489452,4,20,0.015730762204214477,0.07498791700345464,0.012001958006294444,0.06322525000723545
22368,-3312500.0,0.0,-937500.0,190784,239806.9543079308,4,20,0.02133009506907493,0.06116754199319985,0.0065232909983024,0.07030300000042189
55968,-3312500.0,0.0,462500.0,199412,252612.0177438091,11,286,0.04438752942338119,0.0733486250101123,0.006417416007025167,0.9389647079951828
53568,-3312500.0,0.0,362500.0,208576,257836.19663947227,11,286,0.048551782287087196,0.06167445800383575,0.006899790998431854,0.9680720420001308
30112,-4712500.0,0.0,-612500.0,193664,246885.28753338693,9,165,0.04503736567033078,0.06823154199810233,0.00655716699839104,0.5085905000014463
25536,887500.0,0.0,-812500.0,190644,240589.36469284192,4,20,0.042923656764261416,0.059547750002820976,0.010058500003651716,0.07052074999955948
27936,887500.0,0.0,-712500.0,191400,243103.04172326063,6,56,0.04933547056592813,0.06116358299914282,0.010381750005763024,0.17983754200395197
87904,87500.0,0.0,1787500.0,189547,239529.05164335185,4,20,0.01657355218040409,0.0615661670017289,0.008182541001588106,0.06415766700229142
30336,887500.0,0.0,-612500.0,194064,247808.16711695623,8,120,0.049139436595053154,0.06261883399565704,0.006867957999929786,0.40288662500097416
85504,87500.0,0.0,1687500.0,189611,239567.3378002661,4,20,0.016757188102138196,0.06474508300016169,0.011791750002885237,0.07481437499518506
16736,5887500.0,0.0,-1187500.0,186652,238227.189944852,4,20,0.01341586824892882,0.06924208399141207,0.00912449999304954,0.07013237499631941
14336,5887500.0,0.0,-1287500.0,185195,238094.39563277722,4,20,0.013879351952844987,0.05925654100428801,0.009063417004654184,0.06448716700833756
29728,687500.0,0.0,-637500.0,193716,246538.01369060294,8,120,0.04717121795111226,0.06357216699689161,0.0068442499905359,0.411996166993049
21728,-4312500.0,0.0,-962500.0,189312,239459.46374684447,4,20,0.01912766050499739,0.06806766599765979,0.0096117919893004,0.05990416700660717
27008,-7312500.0,0.0,-737500.0,193088,243417.48691048817,5,35,0.04124419986137083,0.07132400000409689,0.007701166003243998,0.13011366699356586
24128,-4312500.0,0.0,-862500.0,190016,240505.81674591664,4,20,0.030689623684394676,0.06404004100477323,0.008082291009486653,0.07154612500744406
19328,-4312500.0,0.0,-1062500.0,188416,238924.83701510352,4,20,0.014815698051649869,0.06756687500455882,0.007249041998875327,0.06790562500827946
29408,-7312500.0,0.0,-637500.0,196736,246680.31552364244,7,84,0.04814107554395405,0.07054308400256559,0.008642667002277449,0.2920358330011368
24800,-2512500.0,0.0,-837500.0,191488,240782.8325931701,4,20,0.03505848915039495,0.06347491600899957,0.00706033299502451,0.07271675000083633
24192,-2712500.0,0.0,-862500.0,190612,240517.2866655499,4,20,0.030670050521250908,0.07036241699825041,0.010761124998680316,0.07882395799970254
21792,-2712500.0,0.0,-962500.0,190496,239782.70301898752,4,20,0.019646937547286195,0.07197312499920372,0.009028500004205853,0.06914558299467899
19392,-2712500.0,0.0,-1062500.0,190336,239502.67489193153,4,20,0.01545509803141723,0.07376270899840165,0.008302082991576754,0.07228958301129751
22400,-2512500.0,0.0,-937500.0,190528,239935.1974424119,4,20,0.021759977661513896,0.08389474998693913,0.008874292005202733,0.06742312500136904
81760,-3512500.0,0.0,1537500.0,187874,238838.96706121715,4,20,0.015998617262745027,0.06905604198982473,0.00844429200515151,0.06906341700232588
79360,-3512500.0,0.0,1437500.0,188054,238820.9848095792,4,20,0.01582793427065056,0.07296720900922082,0.010634374993969686,0.06582200000411831
76960,-3512500.0,0.0,1337500.0,187535,238801.48490741412,4,20,0.015181079287664507,0.06641704100184143,0.008561458002077416,0.07286983299127314
29280,4487500.0,0.0,-662500.0,193600,245170.32454592007,7,84,0.04675743978902431,0.06815541700052563,0.00757099999464117,0.29579895800270606
32128,687500.0,0.0,-537500.0,198144,253366.57988078057,9,165,0.048677941875719916,0.07085770899720956,0.007835917000193149,0.5705407500063302
26880,4487500.0,0.0,-762500.0,192128,242324.90191960722,5,35,0.039653590039401,0.07399891701061279,0.008561374997952953,0.13522929200553335
25760,6487500.0,0.0,-812500.0,191287,241491.85419414236,4,20,0.03890548379234635,0.06673479200981092,0.007203582994407043,0.06632158299908042
28160,6487500.0,0.0,-712500.0,194688,244074.2804428516,5,35,0.045840573898,0.07779870901140384,0.007372916996246204,0.13000950000423472
32736,887500.0,0.0,-512500.0,199872,255199.89298467574,10,220,0.045453533250412445,0.06997366700670682,0.007908082989160903,0.7830500419950113
45824,-1912500.0,0.0,37500.0,300352,247956.307944287,14,560,0.04827295036291022,0.10392449999926612,0.006606167007703334,1.9572911669965833
27648,-6312500.0,0.0,-712500.0,194304,244057.54462016613,5,35,0.04595347357462994,0.07383216699236073,0.008910333999665454,0.1141284170007566
35136,887500.0,0.0,-412500.0,214316,266067.41091676435,11,286,0.04353113380565658,0.07754212500003632,0.007094999993569218,1.0189147089986363
27040,-6512500.0,0.0,-737500.0,193024,243361.57715457835,5,35,0.041792348806759194,0.07334991700190585,0.01090004199068062,0.12041645801218692
25248,-6312500.0,0.0,-812500.0,191232,241504.66974454283,4,20,0.038964094722078076,0.06686300000001211,0.010728291003033519,0.06701279200206045
48224,-1912500.0,0.0,137500.0,287104,254026.87873717464,15,680,0.04665072604780746,0.10317345798830502,0.00707829199382104,2.362130374996923
24640,-6512500.0,0.0,-837500.0,190903,241020.24504133943,4,20,0.03435541760537376,0.06791004200931638,0.008293334001791663,0.06798312500177417
29440,-6512500.0,0.0,-637500.0,195712,246578.13543303448,7,84,0.04874668380462594,0.07969941700866912,0.010641291999490932,0.3168561670026975
24704,-4912500.0,0.0,-837500.0,190656,240925.11126459276,4,20,0.034805946240079155,0.06655133399181068,0.011797042010584846,0.0699155409965897
27104,-4912500.0,0.0,-737500.0,192896,243085.47046786366,5,35,0.043333546065484695,0.06567741600156296,0.007215959005407058,0.11311950000526849
24224,-1912500.0,0.0,-862500.0,191220,240365.24153895315,4,20,0.0318263313546893,0.06846741700428538,0.007793917000526562,0.07261062500765547
21824,-1912500.0,0.0,-962500.0,190836,239882.430539502,4,20,0.02139502222666469,0.06908462500723545,0.008322500012582168,0.06391470800735988
30048,-6312500.0,0.0,-612500.0,195639,247442.98408624882,9,165,0.043495344900867296,0.08459379100531805,0.009014082999783568,0.552664458999061
19424,-1912500.0,0.0,-1062500.0,190836,239812.08851375413,4,20,0.017056075316218597,0.06954191700788215,0.007828000001609325,0.067166166001698
64992,-2712500.0,0.0,837500.0,191296,240782.74469443003,4,20,0.03500884835448283,0.06585208300384693,0.007655583001906052,0.0715327499929117
65600,-2512500.0,0.0,862500.0,190688,240468.65867223384,4,20,0.030761737154507626,0.0749200410064077,0.008428415996604599,0.06598520799889229
69792,-2712500.0,0.0,1037500.0,190312,239521.29153536525,4,20,0.016136271249228878,0.0725062919955235,0.00741362500411924,0.06858291699609254
29504,-4912500.0,0.0,-637500.0,193792,246103.56184942723,8,120,0.047464598770469386,0.07439687500300352,0.01147162499546539,0.4207620419911109
67392,-2712500.0,0.0,937500.0,190272,239876.70900541864,4,20,0.02163835186873426,0.06848241700208746,0.007356500005698763,0.07878866700048093
81952,1287500.0,0.0,1537500.0,190388,239601.15090430816,4,20,0.01613458285275858,0.07123029200010933,0.009001416008686647,0.06511845800559968
79552,1287500.0,0.0,1437500.0,190388,239677.01158593697,4,20,0.0155503859382263,0.06212849999428727,0.007586332998471335,0.08321079101006035
77152,1287500.0,0.0,1337500.0,190132,239782.30574935666,4,20,0.014841377941235748,0.10088379100488964,0.008803874996374361,0.0669834590080427
20320,5487500.0,0.0,-1037500.0,187648,238806.46942712806,4,20,0.015161187680312434,0.09507725000730716,0.010583291994407773,0.06765662500401959
25120,5487500.0,0.0,-837500.0,190196,240927.8182468175,4,20,0.034662093351703165,0.07508912499179132,0.008067667004070245,0.06451466599537525
22720,5487500.0,0.0,-937500.0,188288,239555.10459515837,4,20,0.021076451787741344,0.06978370899742004,0.007886541992775165,0.06708791699202266
22272,-5712500.0,0.0,-937500.0,188480,239579.59097227608,4,20,0.021042611575519128,0.060868000000482425,0.011046500003430992,0.0705590829893481
19872,-5712500.0,0.0,-1037500.0,187584,238803.5863577323,4,20,0.015095200199012296,0.07196091700461693,0.011089124993304722,0.06347879199893214
31936,-4112500.0,0.0,-537500.0,195511,249252.76849482066,10,220,0.04860493844185769,0.06691966699145269,0.007819165999535471,0.7156930409983033
25984,-2912500.0,0.0,-787500.0,191552,241594.79054822586,4,20,0.045521175147695714,0.06940108300477732,0.010245833997032605,0.06574308300332632
34336,-4112500.0,0.0,-437500.0,199860,252285.4361405309,11,286,0.044567894292595646,0.0693692920031026,0.01019179199647624,0.9718832499929704
23744,1087500.0,0.0,-887500.0,190160,239917.0299554336,4,20,0.03092797979795147,0.06523100000049453,0.00819137500366196,0.07007308400352485
28384,-2912500.0,0.0,-687500.0,193408,243915.26472041232,7,84,0.04306370357083939,0.07250420798663981,0.00690404100168962,0.27928437500668224
21344,1087500.0,0.0,-987500.0,190676,239789.44380879012,4,20,0.023133548498755287,0.07140249999065418,0.007036208000499755,0.06674283299071249
19072,4287500.0,0.0,-1087500.0,188316,238812.29809853574,4,20,0.01437028764068157,0.057198708003852516,0.007288041990250349,0.06207258299400564
21472,4287500.0,0.0,-987500.0,188920,239257.45336675554,4,20,0.017543867667325325,0.06158850000065286,0.0069759589969180524,0.06084154199925251
49536,887500.0,0.0,187500.0,280128,264139.6942256008,15,680,0.04943174152341448,0.10587425000267103,0.008735666997381486,2.282165333002922
48928,687500.0,0.0,162500.0,287680,261461.63459994236,15,680,0.044728797624025485,0.10966275000828318,0.010854082996957004,2.3119673339970177
23872,4287500.0,0.0,-887500.0,189504,240128.76791385698,4,20,0.026958378887543065,0.06791308301035315,0.006858540989924222,0.06948074999672826
22176,6887500.0,0.0,-962500.0,188599,239313.50194934066,4,20,0.01869574252716005,0.07228045900410507,0.007691125007113442,0.062199457999668084
19776,6887500.0,0.0,-1062500.0,186624,238598.1914048644,4,20,0.014026063100628048,0.06872479199955706,0.012186291991383769,0.0571898749913089
24576,6887500.0,0.0,-862500.0,189871,240585.43272250294,4,20,0.03012077617006707,0.06256333300552797,0.007075957997585647,0.07123404199955985
20480,-5512500.0,0.0,-1012500.0,187840,238971.3747862908,4,20,0.016057787120089883,0.06562395900255069,0.00953887500509154,0.07059129200933967
22880,-5512500.0,0.0,-912500.0,188416,239861.3089618966,4,20,0.023624930790635563,0.06756949999544304,0.010292749997461215,0.07144849999167491
25920,-4512500.0,0.0,-787500.0,191616,241832.12155861233,4,20,0.04503241119495475,0.06413616699865088,0.0073682500078575686,0.07649337500333786
28320,-4512500.0,0.0,-687500.0,193088,244359.54735468992,7,84,0.04286319713279168,0.062077583992504515,0.008696124990819953,0.2742666249978356
27360,1487500.0,0.0,-737500.0,193088,242288.72345995644,5,35,0.049461741005057853,0.06264516699593514,0.0069749160029459745,0.09981691700522788
29760,1487500.0,0.0,-637500.0,192308,245924.1908344679,8,120,0.048698955371595284,0.057670916998176835,0.0104372079949826,0.42036158399423584
46560,1487500.0,0.0,62500.0,299136,249309.62728403998,13,455,0.048763690258071125,0.10827145801158622,0.009905250000883825,1.4742426250013523
25728,5687500.0,0.0,-812500.0,190516,241419.80597887374,4,20,0.03918713384425769,0.06775941699743271,0.007180917004006915,0.06827412499114871
28128,5687500.0,0.0,-712500.0,193396,243931.385169246,5,35,0.04657000541098828,0.06639600000926293,0.009051582994288765,0.11398904099769425
20416,-7112500.0,0.0,-1012500.0,186816,238908.68954847287,4,20,0.015682479441649272,0.06252141599543393,0.007540500009781681,0.07234970800345764
22816,-7112500.0,0.0,-912500.0,189404,239871.7048293535,4,20,0.02336969053906541,0.0638418750022538,0.009877999997115694,0.06282445800025016
52384,-2912500.0,0.0,312500.0,223872,264512.75340893294,13,455,0.04742692074135437,0.07481237499450799,0.006462542005465366,1.520644167001592
21696,-5112500.0,0.0,-962500.0,188480,239371.08521632562,4,20,0.019025941245029373,0.06297683301090728,0.006971082999370992,0.05844729099771939
19296,-5112500.0,0.0,-1062500.0,187920,238759.02289638884,4,20,0.014632081151500173,0.06235816598928068,0.011209999996935949,0.05974900000728667
21088,-5312500.0,0.0,-987500.0,187904,239158.63939372907,4,20,0.017349196675766468,0.06785679199674632,0.006965290987864137,0.07069304201286286
51936,887500.0,0.0,287500.0,253312,276049.25314685795,19,1330,0.046643846860010885,0.0992832080082735,0.007205040994449519,4.434925624998868
23488,-5312500.0,0.0,-887500.0,189248,240179.35895724533,4,20,0.026751275820641688,0.059847833996172994,0.010978416001307778,0.05879533299594186
51328,687500.0,0.0,262500.0,262080,275331.151220818,19,1330,0.047641522956350456,0.0971434999955818,0.007938540991744958,4.482528583001113
34400,-2512500.0,0.0,-437500.0,201463,255740.59467468975,10,220,0.0485863093766623,0.07883570800186135,0.006845083000371233,0.7000734580069548
31392,-2712500.0,0.0,-562500.0,195648,248542.90703849928,10,220,0.04647414489042156,0.06481416699534748,0.010360415995819494,0.7284312920091907
47168,1687500.0,0.0,87500.0,295744,249753.97964798252,14,560,0.0471347003238364,0.10576487499929499,0.01116379200539086,1.803207917007967
33792,-2712500.0,0.0,-462500.0,198656,253563.27729233878,11,286,0.043914435557529774,0.06784891699498985,0.00872654099657666,0.9374967080075294
5152,1287500.0,0.0,-1662500.0,189331,239515.00912441895,4,20,0.01636056274979518,0.06531099999847356,0.009110790997510776,0.06715074999374337
2752,1287500.0,0.0,-1762500.0,189679,239482.39190610906,4,20,0.01620666130572299,0.06475041700468864,0.00811216700822115,0.06315829099912662
352,1287500.0,0.0,-1862500.0,188480,240203.75279674088,4,20,0.0002743499266633751,0.0654308749944903,0.007131000005756505,0.06964620799408294
89728,687500.0,0.0,1862500.0,188480,240203.75279674088,4,20,0.0002743499266633751,0.06477166700642556,0.006944374996237457,0.06892016698839143
36192,-2712500.0,0.0,-362500.0,211840,261161.31262060514,12,364,0.044952895040899624,0.07302899999194779,0.008656749996589497,1.1446388330077752
86720,487500.0,0.0,1737500.0,189299,239543.98829826404,4,20,0.016558657932130717,0.05961629201192409,0.01007349998690188,0.06319825000537094
84928,687500.0,0.0,1662500.0,189051,239569.5867209778,4,20,0.01659104885646883,0.08754300000146031,0.009452124999370426,0.07122720799816307
89120,487500.0,0.0,1837500.0,189175,239512.19865571917,4,20,0.01643170849265056,0.06504962500184774,0.0081491669989191,0.07282970899541397
87328,687500.0,0.0,1762500.0,188587,239529.67500441804,4,20,0.016435690348757335,0.06352158400113694,0.006751666995114647,0.0611639999988256
84320,487500.0,0.0,1637500.0,189931,239589.2100916583,4,20,0.016672694218076153,0.06760129200119991,0.012195124989375472,0.06655237500672229
23904,5087500.0,0.0,-887500.0,189632,240136.17709704817,4,20,0.026776226188516796,0.06862079100392293,0.009443584000109695,0.06067045801319182
20896,4887500.0,0.0,-1012500.0,188672,239018.67627059092,4,20,0.01619973861818668,0.06268770800670609,0.00665770799969323,0.068447041005129
23296,4887500.0,0.0,-912500.0,189568,239834.16984788218,4,20,0.023691515235602142,0.06492616698960774,0.006518541005789302,0.06326799999806099
21504,5087500.0,0.0,-987500.0,188480,239149.91672514542,4,20,0.017365420919584082,0.06268820900004357,0.008791667001787573,0.06744958300259896
21568,6687500.0,0.0,-987500.0,186731,239093.6982487494,4,20,0.017058533137232226,0.06051962499623187,0.006890959004522301,0.0642393330053892
19168,6687500.0,0.0,-1087500.0,185911,238480.25604331796,4,20,0.013592878385184163,0.06322149999323301,0.006992916009039618,0.0638406660000328
23968,6687500.0,0.0,-887500.0,189367,240190.1449155713,4,20,0.026547969124022318,0.0592985000112094,0.006590459001017734,0.06376974999147933
82368,-3312500.0,0.0,1562500.0,188651,238923.77717053881,4,20,0.01603271437723199,0.06358283299778122,0.006457791998400353,0.06531391599855851
79968,-3312500.0,0.0,1462500.0,188331,238915.17740164878,4,20,0.015904195033351064,0.06814020800811704,0.006676207995042205,0.06455245800316334
77568,-3312500.0,0.0,1362500.0,188459,238898.04692099307,4,20,0.015349787766671294,0.06131312499928754,0.009121583992964588,0.0643511660018703
18816,-2112500.0,0.0,-1087500.0,190696,239726.64980623577,4,20,0.015886599668618214,0.059604207999655046,0.00706445801188238,0.06381741700170096
21216,-2112500.0,0.0,-987500.0,191092,239825.66398745935,4,20,0.019268760800521787,0.06140237500949297,0.007278042001416907,0.06618558400077745
49984,-2912500.0,0.0,212500.0,254784,263506.6358114932,18,1140,0.04572396954344177,0.09713312500389293,0.008307292009703815,3.7272233749972656
23616,-2112500.0,0.0,-887500.0,190836,240219.13652857268,4,20,0.02773292471559621,0.0654460000077961,0.0069934170023771,0.06970616699254606
69760,-3512500.0,0.0,1037500.0,189724,239209.58407103227,4,20,0.01567874408003517,0.06850287500128616,0.006506584002636373,0.08140974999696482
67360,-3512500.0,0.0,937500.0,191040,239732.38366118987,4,20,0.02133755925653129,0.06415483400633093,0.008731541995075531,0.06521137499657925
53024,-1912500.0,0.0,337500.0,223680,270090.2972025686,13,455,0.0465317944054128,0.07477041600213852,0.009900625009322539,1.5173241659940686
26848,3687500.0,0.0,-762500.0,192000,242158.8032058896,5,35,0.039797547788240975,0.06406937500287313,0.00821433299279306,0.1285864590026904
31520,487500.0,0.0,-562500.0,197504,251717.8502212236,9,165,0.04838219240760078,0.06902816701040138,0.009750790995894931,0.5762466250016587
29248,3687500.0,0.0,-662500.0,193536,244886.17788713166,7,84,0.04708839913707811,0.05856987500737887,0.007735249993856996,0.2835669170017354
33920,487500.0,0.0,-462500.0,206976,261712.5544065165,10,220,0.04711353861316054,0.07297725000535138,0.011821958003565669,0.705948625007295
34528,687500.0,0.0,-437500.0,210364,263764.11372140155,10,220,0.04772944483582349,0.07208974999957718,0.007653000007849187,0.7176516670006095
25056,3887500.0,0.0,-837500.0,189888,240802.62010545103,4,20,0.035048902239290865,0.06594274999224581,0.008498916999087669,0.06672287500987295
27456,3887500.0,0.0,-737500.0,192512,242781.06076130708,5,35,0.043899738091676264,0.06628258399723563,0.006591124998521991,0.10090620900155045
13760,6487500.0,0.0,-1312500.0,184200,238011.9275229848,4,20,0.013613381552493701,0.05644408400985412,0.007207208007457666,0.0677627919940278
16160,6487500.0,0.0,-1212500.0,185399,238114.29758488742,4,20,0.01319209004848675,0.06469866599945817,0.0073814170027617365,0.06617787499271799
18560,6487500.0,0.0,-1112500.0,185856,238384.76149917993,4,20,0.013341387096338322,0.06896695800242014,0.007521124993218109,0.08031475001189392
29856,3887500.0,0.0,-637500.0,193936,245802.462089508,8,120,0.04868910066715944,0.07517987499886658,0.007303791004233062,0.38392041699262336
16832,-6712500.0,0.0,-1162500.0,185015,238213.62553649137,4,20,0.013031541473959482,0.064867500012042,0.008105125001748092,0.060021458004484884
14432,-6712500.0,0.0,-1262500.0,184302,238033.6560909727,4,20,0.013314463917501304,0.06256779198884033,0.009860457998001948,0.06602645799284801
22944,-3912500.0,0.0,-912500.0,190336,239930.34193273715,4,20,0.023791938140403635,0.0692129999952158,0.006960291007999331,0.05992816599609796
19936,-4112500.0,0.0,-1037500.0,189236,239075.94475594515,4,20,0.015498712170074803,0.06714745800127275,0.007085000004735775,0.0534152920008637
22336,-4112500.0,0.0,-937500.0,189952,239680.7107309142,4,20,0.021188296646637104,0.06345408399647567,0.010233375011011958,0.06676458299625665
25376,-3112500.0,0.0,-812500.0,191376,241205.66369396064,4,20,0.040012366866290644,0.06867754198901821,0.0096228339971276,0.06391362499562092
36320,487500.0,0.0,-362500.0,225639,274527.5373802949,12,364,0.04592442504505567,0.09466637499281205,0.007426166994264349,1.185211458010599
27776,-3112500.0,0.0,-712500.0,192256,243266.78813265494,5,35,0.04924786241130494,0.07321766699897125,0.007524125001509674,0.12296879099449143
80000,-2512500.0,0.0,1462500.0,189748,239274.65668853067,4,20,0.01577170767363924,0.06073612500040326,0.0069693339901277795,0.07372499999473803
81792,-2712500.0,0.0,1537500.0,189002,239176.55001477755,4,20,0.016039517820599973,0.058187332993838936,0.00969216600060463,0.054950499994447455
77600,-2512500.0,0.0,1362500.0,189547,239300.61280076552,4,20,0.015053458869108144,0.06392874999437481,0.007090458006132394,0.06928516599873547
76992,-2712500.0,0.0,1337500.0,188579,239203.30872030597,4,20,0.014924830066357303,0.06664866700884886,0.006851958009065129,0.07159004200366326
79392,-2712500.0,0.0,1437500.0,189295,239189.24824384553,4,20,0.015716169406875646,0.06304841699602548,0.006759291005437262,0.07340116600971669
20864,4087500.0,0.0,-1012500.0,189404,239157.74601804788,4,20,0.016384077685560293,0.05632187500305008,0.006874500002595596,0.06578829200589098
23264,4087500.0,0.0,-912500.0,190208,239866.2544350107,4,20,0.023775234600688883,0.07266145800531376,0.006682749997708015,0.055148583007394336
19712,5287500.0,0.0,-1062500.0,187392,238709.56238418317,4,20,0.014581528031727742,0.06685116700828075,0.007580499994219281,0.07212612500006799
22112,5287500.0,0.0,-962500.0,188352,239329.47563817486,4,20,0.01902523160845645,0.060421458998462185,0.009088416991289705,0.06128920799528714
30176,-3112500.0,0.0,-612500.0,195100,246439.74754488192,9,165,0.04631149461509955,0.06803875000332482,0.010712832998251542,0.5320469590078574
24512,5287500.0,0.0,-862500.0,189376,240499.7389454499,4,20,0.030452228481639487,0.06722116700257175,0.007280999998329207,0.07416529199690558
31840,-6512500.0,0.0,-537500.0,197632,250196.66009637024,10,220,0.04801764232643405,0.1089194160012994,0.011185042007127777,0.8307935420016292
34848,-6312500.0,0.0,-412500.0,200119,253383.93656155633,11,286,0.04609183867214753,0.0766555839945795,0.006773957997211255,1.0045552910014521
34240,-6512500.0,0.0,-437500.0,199391,253046.81566912596,11,286,0.04653388818518245,0.09016429199255072,0.009811084004468285,1.111215833996539
26560,-3512500.0,0.0,-762500.0,192000,242177.01415579504,5,35,0.03979779573038679,0.06759195800987072,0.01177333299710881,0.11693799999193288
28960,-3512500.0,0.0,-662500.0,193216,244816.7505453748,7,84,0.04718290971956377,0.07224466701154597,0.009921749995555729,0.2688225000019884
75296,-112500.0,0.0,1262500.0,190976,239933.02819562837,4,20,0.015388731681999036,0.06418741701054387,0.007026625011349097,0.06508941699576098
72896,-112500.0,0.0,1162500.0,191104,239977.32106064667,4,20,0.017548163862887975,0.07123370798944961,0.0071926670061657205,0.06963941600406542
52416,-2112500.0,0.0,312500.0,230356,270831.30214060424,14,560,0.04643367180846554,0.07962074999522883,0.0073299999930895865,1.9569893339939881
82400,-2512500.0,0.0,1562500.0,189163,239250.96168561204,4,20,0.016040118124870332,0.06446979199245106,0.010528124999837019,0.054230249996180646
80608,-2312500.0,0.0,1487500.0,189620,239349.46556670388,4,20,0.01586012897371739,0.06751350000558887,0.010751125009846874,0.06502199999522418
78208,-2312500.0,0.0,1387500.0,189544,239389.0934195303,4,20,0.0152076523600889,0.07131320900225546,0.006882667003083043,0.05890449999424163
88512,287500.0,0.0,1812500.0,189707,239514.2507739317,4,20,0.016488805380102015,0.06162083300296217,0.006984291991102509,0.06709662500361446
32448,-6312500.0,0.0,-512500.0,197440,251015.13950077715,10,220,0.04893249029791061,0.06955437500437256,0.006608291994780302,0.723763959002099
86112,287500.0,0.0,1712500.0,189707,239552.8580846515,4,20,0.016663518217513405,0.06717908300925046,0.010148208006285131,0.06294199998956174
83712,287500.0,0.0,1612500.0,190123,239608.78135200654,4,20,0.016699692278857262,0.06509116599045228,0.006644332999712788,0.05951795799774118
25088,4687500.0,0.0,-837500.0,190272,240856.92347657122,4,20,0.034897529101510866,0.07939445799274836,0.008869458004483022,0.06317558301088866
50624,-1912500.0,0.0,237500.0,262446,269425.8634463103,20,1540,0.04803237259125588,0.09640020799997728,0.008024583003134467,5.140230374992825
27488,4687500.0,0.0,-737500.0,192576,242989.3480233814,5,35,0.043552118221525,0.06072583301283885,0.008994042000267655,0.1155423750024056
26464,-5912500.0,0.0,-762500.0,192500,242626.7263791998,4,20,0.04953727632368835,0.07206395799585152,0.007654041997739114,0.06298395899648312
29888,4687500.0,0.0,-637500.0,193600,246112.29329688117,8,120,0.04788285419031864,0.0763065409992123,0.00902525000856258,0.4126257090101717
24064,-5912500.0,0.0,-862500.0,189376,240568.66207238796,4,20,0.03035589161483067,0.06374549999600276,0.011837999991257675,0.06795233300363179
28864,-5912500.0,0.0,-662500.0,194868,245580.00633111113,7,84,0.045162511639307,0.06873495799663942,0.006493791996035725,0.27884650000487454
30528,5687500.0,0.0,-612500.0,195316,247400.25068317523,9,165,0.04420392481555088,0.07186920900130644,0.009421583003131673,0.5423045830102637
23104,87500.0,0.0,-912500.0,190464,239685.0612202828,4,20,0.031400342265395814,0.061539540998637676,0.011810084004537202,0.06743237499904353
64384,-2912500.0,0.0,812500.0,191680,241163.27022444614,4,20,0.04000318028030154,0.0626204590080306,0.007711292011663318,0.05361545900814235
20704,87500.0,0.0,-1012500.0,191232,239776.21112909904,4,20,0.024751585138058228,0.07090704201254994,0.007876042000134476,0.06094712500635069
19520,487500.0,0.0,-1062500.0,191424,239884.55566044874,4,20,0.021313392671378405,0.06274487500195391,0.009984417003579438,0.054710625001462176
61984,-2912500.0,0.0,712500.0,193024,243227.05123223682,5,35,0.04954262811561489,0.0668079159950139,0.006891625002026558,0.11990700000023935
32928,5687500.0,0.0,-512500.0,197656,251368.9262699573,10,220,0.04950503750813095,0.07731479100766592,0.01218308300303761,0.7187191249977332
21920,487500.0,0.0,-962500.0,190976,239697.20162704634,4,20,0.02679117746527688,0.06555899999511894,0.007826083005056717,0.05946175000281073
24320,487500.0,0.0,-862500.0,190784,239945.6331335542,4,20,0.03554921452072494,0.06486083399795461,0.006527791992994025,0.06659333399147727
35328,5687500.0,0.0,-412500.0,200084,254652.28701844806,11,286,0.04635308682194137,0.06986079100170173,0.007585042010759935,0.9699122080055531
25696,4887500.0,0.0,-812500.0,191056,241330.48353050867,4,20,0.039607201672485354,0.07085629100038204,0.006532083993079141,0.07385004100797232
